Source URL,Source object level,Destination URL,Destination object level,Last job start time,Last job end time,Last job status,Last job comment,Migrated size (GB),Successful objects,Objects with exceptions,Error objects,Skipped objects,Filtered out objects,Objects with ignored errors,Comment
https://ourvolaris.sharepoint.com/sites/GRPRenfeextExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPRenfeext,Site collection,2026-05-21 07:20:05 (UTC+00:00),2026-05-21 07:45:16 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.08,270,1,230,0,0,0,
https://ourvolaris.sharepoint.com/sites/grpgestionclient-IntgrationXO,Site collection,https://mbuexpretio.sharepoint.com/sites/grpgestionclient-IntgrationXO,Site collection,2026-05-21 07:20:06 (UTC+00:00),2026-05-21 07:31:18 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,14,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/grpgestionclient-AppiaV,Site collection,https://mbuexpretio.sharepoint.com/sites/grpgestionclient-AppiaV,Site collection,2026-05-21 07:20:06 (UTC+00:00),2026-05-21 07:41:29 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,16,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/grpgestionclient-AmtrakDeployment,Site collection,https://mbuexpretio.sharepoint.com/sites/grpgestionclient-AmtrakDeployment,Site collection,2026-05-21 07:20:06 (UTC+00:00),2026-05-21 07:41:49 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,14,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/grpgestionclient-Amtrak,Site collection,https://mbuexpretio.sharepoint.com/sites/grpgestionclient-Amtrak,Site collection,2026-05-21 07:20:06 (UTC+00:00),2026-05-21 07:35:56 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,5,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/grpgestionclient-Alerteproduction,Site collection,https://mbuexpretio.sharepoint.com/sites/grpgestionclient-Alerteproduction,Site collection,2026-05-21 07:20:36 (UTC+00:00),2026-05-21 07:41:21 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,13,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/grpgestionclient,Site collection,https://mbuexpretio.sharepoint.com/sites/grpgestionclient,Site collection,2026-05-21 07:20:38 (UTC+00:00),2026-05-21 17:07:06 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",1334.31,86355,2,7949,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPFront-endDevwebExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPFront-endDevweb,Site collection,2026-05-21 07:20:39 (UTC+00:00),2026-05-21 07:57:19 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",6.57,3241,0,4317,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPFormation-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPFormation,Site collection,2026-05-21 07:20:42 (UTC+00:00),2026-05-21 07:31:20 (UTC+00:00),Finished,, < 0.01,33,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPForecastExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPForecast,Site collection,2026-05-21 07:20:40 (UTC+00:00),2026-05-21 07:48:58 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,152,4,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPFinanceplannerExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPFinanceplanner,Site collection,2026-05-21 07:20:41 (UTC+00:00),2026-05-21 07:41:54 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,34,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPDoc-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPDoc,Site collection,2026-05-21 07:20:42 (UTC+00:00),2026-05-21 08:09:22 (UTC+00:00),Finished,,1.17,1176,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPDirection-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPDirection,Site collection,2026-05-21 07:20:42 (UTC+00:00),2026-05-21 12:26:01 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",139.02,46904,0,6872,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPDevExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPDev,Site collection,2026-05-21 07:20:41 (UTC+00:00),2026-05-21 09:46:28 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",46.46,4577,0,12669,0,1,0,
https://ourvolaris.sharepoint.com/sites/GRPDBAChapterExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPDBAChapter,Site collection,2026-05-21 07:20:42 (UTC+00:00),2026-05-21 07:45:23 (UTC+00:00),Finished,,0.01,354,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCrossCountryextExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCrossCountryext,Site collection,2026-05-21 07:20:41 (UTC+00:00),2026-05-21 07:47:50 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.24,208,0,308,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRP-CRM-ExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRP-CRM-,Site collection,2026-05-21 07:20:41 (UTC+00:00),2026-05-21 07:44:51 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,144,2,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCRM-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCRM,Site collection,2026-05-21 07:21:02 (UTC+00:00),2026-05-21 07:25:26 (UTC+00:00),Finished,, < 0.01,14,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCorruptionManagement-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCorruptionManagement,Site collection,2026-05-21 07:21:04 (UTC+00:00),2026-05-21 07:47:21 (UTC+00:00),Finished,, < 0.01,21,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCorporatif-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCorporatif,Site collection,2026-05-22 10:56:17 (UTC+00:00),2026-05-23 10:41:24 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",10.59,34131,0,1,700,0,0,
https://ourvolaris.sharepoint.com/sites/GRPConnecteurEnturExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPConnecteurEntur,Site collection,2026-05-21 07:21:04 (UTC+00:00),2026-05-21 07:41:22 (UTC+00:00),Finished,, < 0.01,183,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCompetitionExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCompetition,Site collection,2026-05-21 07:21:15 (UTC+00:00),2026-05-21 07:29:30 (UTC+00:00),Finished,, < 0.01,88,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCommercial-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCommercial,Site collection,2026-05-23 09:35:08 (UTC+00:00),2026-05-23 09:37:30 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,7,2,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPCommercialExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPCommercial,Site collection,2026-05-21 07:21:14 (UTC+00:00),2026-05-21 07:52:54 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.03,279,2,0,0,0,0,
